Code,Name,Population
S13002880,Stranraer and the Rhins,"7,623"
S13003069,Strathallan,"6,204"
S13003068,Strathearn,"5,609"
S13002545,Strathmartine,"10,407"
S13003064,Strathmore,"8,131"
S13003067,Strathtay,"6,660"
S13002734,Stromness and South Isles,"1,348"
S13002996,Tain and Easter Ross,"4,731"
S13002961,Tay Bridgehead,"8,167"
S13002552,The Ferry,"10,581"
S13003055,Thorniewood,"7,290"
S13002991,Thurso and Northwest Caithness,"6,143"
S13002840,Tillydrone/Seaton/Old Aberdeen,"6,567"
S13002846,Torry/Ferryhill,"10,184"
S13002910,"Tranent, Wallyford and Macmerry","11,676"
S13003087,Troon,"7,580"
S13003115,Trossachs and Teith,"6,184"
S13002849,Troup,"4,391"
S13002854,Turriff and District,"6,567"
S13002762,Tweeddale East,"5,663"
S13002761,Tweeddale West,"5,509"
S13003143,"Uibhist a Deas, Èirisgeigh agus Beinn na Faoghla","1,561"
S13003144,Uibhist a Tuath,836
S13002944,Upper Braes,"8,441"
S13002978,Victoria Park,"10,956"
S13002547,West End,"10,172"
S13003131,West Fife and Coastal Villages,"8,194"
S13002857,West Garioch,"5,674"
S13002735,West Mainland,"2,341"
S13002994,"Wester Ross, Strathpeffer and Lochalsh","6,078"
S13002860,Westhill and District,"8,189"
S13002826,Whitburn and Blackburn,"11,505"
S13002992,Wick and East Caithness,"6,658"
S13003062,Wishaw,"9,088"
S13002884,Abbey,"5,036"
S13002862,"Aboyne, Upper Deeside and Donside","5,222"
S13003001,Aird and Loch Ness,"5,750"
S13003050,Airdrie Central,"7,763"
S13003049,Airdrie North,"9,766"
S13003053,Airdrie South,"9,733"
S13002845,Airyhall/Broomhill/Garthdee,"8,196"
S13002919,Almond,"17,971"
S13003071,Almond and Earn,"4,700"
S13002608,An Taobh Siar agus Nis,"1,364"
S13002976,Anderston/City/Yorkhill,"18,319"
S13002891,Annandale East and Eskdale ,"4,862"
S13002890,Annandale North,"7,537"
S13002889,Annandale South,"7,141"
S13002892,Annick,"7,000"
S13002873,Arbroath East and Lunan,"6,314"
S13002872,"Arbroath West, Letham and Friockheim","9,381"
S13003145,Ardrossan,"4,815"
S13002828,Armadale and Blackridge,"7,734"
S13003146,Arran,"2,227"
S13003099,Avondale and Stonehouse,"8,724"
S13003090,Ayr East,"5,759"
S13003089,Ayr North,"8,130"
S13003091,Ayr West,"8,014"
S13003009,Badenoch and Strathspey,"6,881"
S13002986,Baillieston,"10,964"
S13002898,Ballochmyle,"6,795"
S13002863,Banchory and Mid Deeside,"5,805"
S13002848,Banff and District,"5,495"
S13003121,Bannockburn,"5,376"
S13003135,Barraigh agus Bhatarsaigh,623
S13002914,"Barrhead, Liboside and Uplawmoor","9,100"
S13002827,Bathgate,"11,675"
S13002902,Bearsden North,"7,313"
S13002903,Bearsden South,"6,326"
S13003056,Bellshill,"7,245"
S13002904,Bishopbriggs North and Campsie,"9,488"
S13002905,Bishopbriggs South,"7,561"
S13003085,"Bishopton, Bridge of Weir and Langbank","4,885"
S13002998,Black Isle,"5,219"
S13003065,Blairgowrie and Glens,"5,562"
S13003109,Blantyre,"7,585"
S13002940,Bonnybridge and Larbert,"8,480"
S13003019,Bonnyrigg,"9,034"
S13003110,Bothwell and Uddingston,"6,335"
S13002936,Bo’ness and Blackness,"7,631"
S13002868,Brechin and Edzell,"5,477"
S13002836,Bridge of Don,"9,660"
S13002821,"Broxburn, Uphall and Winchburgh","9,751"
S13002966,"Buckhaven, Methil and Wemyss Villages","8,842"
S13003026,Buckie,"5,346"
S13002953,"Burntisland, Kinghorn and Western Kirkcaldy","7,312"
S13002975,Calton,"16,177"
S13003108,Cambuslang East,"8,419"
S13003107,Cambuslang West,"6,953"
S13002982,Canal,"12,727"
S13003000,Caol and Mallaig,"4,098"
S13002970,Cardonald,"13,519"
S13002871,Carnoustie and District,"6,830"
S13003063,Carse of Gowrie,"5,012"
S13002939,"Carse, Kinnaird and Tryst","10,672"
S13002883,Castle Douglas and Crocketford,"4,110"
S13002851,Central Buchan,"7,387"
S13002929,City Centre,"15,217"
S13002877,Clackmannanshire Central,"3,803"
S13002879,Clackmannanshire East,"4,304"
S13002876,Clackmannanshire North,"5,313"
S13002878,Clackmannanshire South,"5,585"
S13002875,Clackmannanshire West,"6,191"
S13002917,"Clarkston, Netherlee and Williamwood","10,088"
S13003126,Clydebank Central,"6,882"
S13003127,Clydebank Waterfront,"6,939"
S13003097,Clydesdale East,"6,680"
S13003096,Clydesdale North,"7,126"
S13003098,Clydesdale South,"7,096"
S13003095,Clydesdale West,"9,352"
S13003048,Coatbridge North,"7,238"
S13003052,Coatbridge South,"8,188"
S13003051,Coatbridge West,"6,878"
S13002548,Coldside,"9,134"
S13002926,Colinton/Fairmilehead,"12,462"
S13002924,Corstorphine/Murrayfield,"11,594"
S13002521,Cowal,"3,280"
S13003128,Cowdenbeath,"10,966"
S13002932,Craigentinny/Duddingston,"14,717"
S13002995,Cromarty Firth,"6,132"
S13003006,Culloden  and Ardersier,"5,266"
S13003045,Cumbernauld East,"7,835"
S13003043,Cumbernauld North,"8,546"
S13003044,Cumbernauld South,"7,587"
S13002899,Cumnock and New Cumnock,"6,514"
S13002964,Cupar,"6,897"
S13003020,Dalkeith,"7,237"
S13002882,Dee and Glenkens,"5,196"
S13002988,Dennistoun,"11,282"
S13002938,Denny and Banknock,"9,650"
S13002997,Dingwall and Seaforth,"6,624"
S13002900,Doon Valley,"5,669"
S13002921,Drum Brae/Gyle,"11,433"
S13002980,Drumchapel/Anniesland,"13,800"
S13003124,Dumbarton,"8,101"
S13002913,Dunbar and East Linton,"7,578"
S13003117,Dunblane and Bridge of Allan,"8,060"
S13002947,Dunfermline Central,"9,261"
S13002946,Dunfermline North,"8,431"
S13002948,Dunfermline South,"11,885"
S13002522,Dunoon,"3,672"
S13002835,Dyce/Bucksburn/Danestone,"9,372"
S13002767,East Berwickshire,"5,167"
S13002984,East Centre,"14,066"
S13002551,East End,"7,116"
S13002859,East Garioch,"6,509"
S13003102,East Kilbride Central North,"8,064"
S13003101,East Kilbride Central South,"7,532"
S13003104,East Kilbride East,"7,436"
S13003100,East Kilbride South,"8,194"
S13003103,East Kilbride West,"6,723"
S13002824,East Livingston and East Calder,"11,169"
S13003150,"East Mainland, South Ronaldsay and Burray","2,093"
S13002963,East Neuk and Landward,"5,983"
S13002993,East Sutherland and Edderton,"3,913"
S13002999,Eilean a' Chèo,"5,241"
S13003029,Elgin City North,"5,917"
S13003030,Elgin City South,"5,938"
S13002856,Ellon and District,"6,830"
S13003086,Erskine and Inchinnan,"8,701"
S13002941,Falkirk North,"10,896"
S13002942,Falkirk South,"8,044"
S13002825,Fauldhouse and the Breich Valley,"8,152"
S13003027,Fochabers Lhanbryde,"5,673"
S13002869,Forfar and District,"7,693"
S13003031,Forres,"8,149"
S13003010,Fort William and Ardnamurchan,"5,723"
S13002922,Forth,"15,831"
S13003116,Forth and Endrick,"6,483"
S13003054,Fortissat,"7,795"
S13002927,Fountainbridge/Craiglockhart,"11,415"
S13002850,Fraserburgh and District,"7,896"
S13002763,Galashiels and District,"7,477"
S13003147,Garnock Valley,"9,854"
S13002979,Garscadden/Scotstounhill,"14,997"
S13003047,"Gartcosh, Glenboig and Moodiesburn","7,354"
S13002842,George St/Harbour,"10,517"
S13002916,Giffnock and Thornliebank,"7,761"
S13003094,Girvan and South Carrick,"5,246"
S13002959,Glenrothes Central and Thornton,"7,501"
S13002958,"Glenrothes North, Leslie and Markinch","9,149"
S13003129,Glenrothes West and Kinglassie,"7,620"
S13002971,Govan,"15,099"
S13002937,Grangemouth,"7,752"
S13002969,Greater Pollok,"15,601"
S13002912,Haddington and Lammermuir,"9,692"
S13003111,Hamilton North and East,"7,461"
S13003113,Hamilton South,"10,777"
S13003112,Hamilton West and Earnock,"9,067"
S13002770,Hawick and Denholm,"4,402"
S13002771,Hawick and Hermitage,"4,259"
S13002844,Hazlehead/Queens Cross/Countesswells,"10,496"
S13003028,Heldon and Laich,"7,623"
S13002525,Helensburgh Central,"4,098"
S13002526,Helensburgh and Lomond South,"3,801"
S13003066,Highland,"4,706"
S13002977,Hillhead,"12,725"
S13002839,Hilton/Woodside/Stockethill,"7,844"
S13003084,"Houston, Crosslee and Linwood","9,590"
S13002960,Howe of Fife and Tay Coast,"6,480"
S13002861,"Huntly, Strathbogie and Howe of Alford","8,331"
S13003013,Inverclyde Central,"5,584"
S13003011,Inverclyde East,"5,341"
S13003012,Inverclyde East Central,"4,475"
S13003014,Inverclyde North,"6,452"
S13003017,Inverclyde South,"4,330"
S13003016,Inverclyde South West,"5,505"
S13003015,Inverclyde West,"5,057"
S13002950,Inverkeithing and Dalgety Bay,"8,655"
S13002923,Inverleith,"16,498"
S13003003,Inverness Central,"6,338"
S13003005,Inverness Millburn,"5,168"
S13003004,Inverness Ness-side,"5,223"
S13003008,Inverness South,"7,962"
S13003002,Inverness West,"4,692"
S13002858,Inverurie and District,"7,977"
S13003033,Irvine East,"5,975"
S13003041,Irvine South,"5,177"
S13002897,Irvine Valley,"5,902"
S13003032,Irvine West,"7,034"
S13002523,Isle of Bute,"3,014"
S13002769,Jedburgh and District,"4,498"
S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch","7,207"
S13003082,Johnstone South and Elderslie,"7,538"
S13003025,Keith and Cullen,"4,557"
S13002768,Kelso and District,"4,881"
S13002895,Kilmarnock East and Hurlford,"7,509"
S13002893,Kilmarnock North,"5,855"
S13002896,Kilmarnock South,"5,180"
S13002894,Kilmarnock West and Crosshouse,"8,745"
S13003125,Kilpatrick,"5,722"
S13003042,Kilsyth,"6,828"
S13003034,Kilwinning,"8,172"
S13002847,Kincorth/Nigg/Cove,"8,169"
S13002837,Kingswells/Sheddocksley/Summerhill,"7,472"
S13003132,Kinross-shire,"7,381"
S13002517,Kintyre and the Islands,"3,251"
S13002955,Kirkcaldy Central,"6,679"
S13002956,Kirkcaldy East,"7,528"
S13002954,Kirkcaldy North,"7,739"
S13002907,Kirkintilloch East and North and Twechar,"8,908"
S13003151,Kirkwall East,"2,323"
S13003152,Kirkwall West and Orphir,"1,988"
S13002867,Kirriemuir and Dean,"5,212"
S13003092,Kyle,"7,015"
S13002973,Langside,"14,812"
S13003114,Larkhall,"8,817"
S13002765,Leaderdale and Melrose,"5,280"
S13002931,Leith,"12,516"
S13002930,Leith Walk,"17,691"
S13002906,Lenzie and Kirkintilloch South,"6,611"
S13002777,Lerwick North and Bressay,"1,121"
S13003153,Lerwick South,"2,377"
S13003123,Leven,"9,103"
S13002965,"Leven, Kennoway and Largo","9,396"
S13002934,Liberton/Gilmerton,"17,937"
S13002820,Linlithgow,"8,063"
S13002967,Linn,"13,769"
S13002822,Livingston North,"11,724"
S13002823,Livingston South,"11,879"
S13003136,Loch a Tuath,"1,327"
S13002887,Lochar,"5,948"
S13002546,Lochee,"9,545"
S13003130,"Lochgelly, Cardenden and Benarty","9,274"
S13003122,Lomond,"5,207"
S13002524,Lomond North,"5,659"
S13002943,Lower Braes,"7,472"
S13002843,Lower Deeside,"8,342"
S13002549,Maryfield,"9,526"
S13002981,Maryhill,"11,194"
S13003093,"Maybole, North Carrick and Coylton","6,025"
S13002866,Mearns,"7,482"
S13002518,Mid Argyll,"3,710"
S13002766,Mid Berwickshire,"5,328"
S13002855,Mid Formartine,"8,141"
S13002881,Mid Galloway and Wigtown West,"6,642"
S13002886,Mid and Upper Nithsdale,"5,148"
S13003022,Midlothian East,"7,788"
S13003023,Midlothian South,"6,938"
S13003021,Midlothian West,"8,125"
S13002841,Midstocket/Rosemount,"7,281"
S13002901,Milngavie,"6,531"
S13002870,Monifieth and Sidlaw,"7,903"
S13002874,Montrose and District,"7,739"
S13002928,Morningside,"14,888"
S13003057,Mossend and Holytown,"6,403"
S13003059,Motherwell North,"8,827"
S13003060,Motherwell South East and Ravenscraig,"9,268"
S13003058,Motherwell West,"6,788"
S13003061,Murdostoun,"10,120"
S13002908,Musselburgh,"8,924"
S13003137,Na Hearadh,910
S13003007,Nairn and Cawdor,"6,551"
S13002968,Newlands/Auldburn,"11,625"
S13002915,Newton Mearns North and Neilston,"8,222"
S13002918,Newton Mearns South and Eaglesham,"11,101"
S13002888,Nith,"6,537"
S13002911,North Berwick Coastal,"7,084"
S13003148,North Coast,"10,077"
S13002830,North East,"7,672"
S13003133,North East,"9,980"
S13002737,North Isles,"1,165"
S13002772,North Isles,"1,289"
S13002864,North Kincardine,"8,039"
S13002885,North West Dumfries,"7,001"
S13002990,"North, West and Central Sutherland","2,862"
S13002838,Northfield/Mastrick North,"7,793"
S13002520,Oban North and Lorn,"4,692"
S13002519,Oban South and the Isles,"5,029"
S13003079,Paisley East and Central,"6,011"
S13003077,Paisley Northeast and Ralston,"6,338"
S13003078,Paisley Northwest,"8,469"
S13003080,Paisley Southeast,"6,060"
S13003081,Paisley Southwest,"7,742"
S13002989,Partick East/Kelvindale,"14,973"
S13003018,Penicuik,"6,476"
S13002920,Pentland Hills,"16,198"
S13003074,Perth City Centre,"9,295"
S13003073,Perth City North,"5,990"
S13003072,Perth City South,"7,513"
S13002852,Peterhead North and Rattray,"7,128"
S13002853,Peterhead South and Cruden,"6,680"
S13002972,Pollokshields,"14,301"
S13002935,Portobello/Craigmillar,"16,115"
S13002909,"Preston, Seton and Gosford","8,455"
S13003088,Prestwick,"6,774"
S13003075,Renfrew North and Braehead,"8,773"
S13003076,Renfrew South and Gallowhill,"5,762"
S13002949,Rosyth,"7,897"
S13003106,Rutherglen Central and North,"6,903"
S13003105,Rutherglen South,"7,118"
S13003149,Saltcoats and Stevenston,"10,416"
S13002764,Selkirkshire,"4,731"
S13003139,Sgìre an Rubha,"1,024"
S13003140,Sgìre nan Loch,910
S13003138,Sgìr’ Ùige agus Càrlabhagh,960
S13003154,Shetland Central,"2,214"
S13002773,Shetland North,"1,675"
S13003155,Shetland South,"2,268"
S13003156,Shetland West,686
S13002985,Shettleston,"13,108"
S13002925,Sighthill/Gorgie,"17,342"
S13002516,South Kintyre,"2,908"
S13002974,Southside Central,"14,766"
S13002933,Southside/Newington,"17,144"
S13003024,Speyside Glenlivet,"4,530"
S13002983,Springburn/Robroyston,"13,933"
S13002962,St Andrews,"8,639"
S13003134,"Stepps, Chryston and Muirhead","5,973"
S13003141,Steòrnabhagh a Deas,"1,904"
S13003142,Steòrnabhagh a Tuath,"1,881"
S13003120,Stirling East,"5,415"
S13003118,Stirling North,"7,503"
S13003119,Stirling West,"6,173"
S13002865,Stonehaven and Lower Deeside,"7,120"
S13002880,Stranraer and the Rhins,"7,198"
S13003069,Strathallan,"5,987"
S13003068,Strathearn,"5,405"
S13002545,Strathmartine,"9,156"
S13003064,Strathmore,"7,597"
S13003067,Strathtay,"6,553"
S13002734,Stromness and South Isles,"1,310"
S13002996,Tain and Easter Ross,"4,383"
S13002961,Tay Bridgehead,"8,038"
S13002552,The Ferry,"9,548"
S13003055,Thorniewood,"6,768"
S13002991,Thurso and Northwest Caithness,"5,914"
S13002840,Tillydrone/Seaton/Old Aberdeen,"6,926"
S13002846,Torry/Ferryhill,"11,120"
S13002910,"Tranent, Wallyford and Macmerry","10,911"
S13003087,Troon,"6,797"
S13003115,Trossachs and Teith,"6,090"
S13002849,Troup,"4,414"
S13002854,Turriff and District,"6,587"
S13002762,Tweeddale East,"5,356"
S13002761,Tweeddale West,"5,155"
S13003143,"Uibhist a Deas, Èirisgeigh agus Beinn na Faoghla","1,506"
S13003144,Uibhist a Tuath,780
S13002944,Upper Braes,"8,040"
S13002978,Victoria Park,"10,641"
S13002547,West End,"9,523"
S13003131,West Fife and Coastal Villages,"7,900"
S13002857,West Garioch,"5,560"
S13002735,West Mainland,"2,325"
S13002994,"Wester Ross, Strathpeffer and Lochalsh","6,147"
S13002860,Westhill and District,"7,898"
S13002826,Whitburn and Blackburn,"11,032"
S13002992,Wick and East Caithness,"6,632"
S13003062,Wishaw,"8,426"
E05013038,Burn Valley,"7,657"
E05013039,De Bruce,"8,087"
E05013040,Fens & Greatham,"6,416"
E05013041,Foggy Furze,"8,176"
E05013042,Hart,"7,656"
E05013043,Headland & Harbour,"8,092"
E05013044,Manor House,"8,658"
E05013045,Rossmere,"7,504"
E05013046,Rural West,"7,407"
E05013047,Seaton,"7,198"
E05013048,Throston,"8,257"
E05013049,Victoria,"7,467"
E05009853,Acklam,"5,926"
E05009854,Ayresome,"6,311"
E05009855,Berwick Hills & Pallister,"9,030"
E05009856,Brambles & Thorntree,"9,327"
E05009857,Central,"11,419"
E05009858,Coulby Newham,"8,309"
E05009859,Hemlington,"6,490"
E05009860,Kader,"4,904"
E05009861,Ladgate,"5,570"
E05009862,Linthorpe,"6,707"
E05009863,Longlands & Beechwood,"11,161"
E05009864,Marton East,"6,090"
E05009865,Marton West,"5,349"
E05009866,Newport,"10,626"
E05009867,North Ormesby,"3,300"
E05009868,Nunthorpe,"5,368"
E05009869,Park,"9,549"
E05009870,Park End & Beckfield,"8,416"
E05009871,Stainton & Thornton,"3,658"
E05009872,Trimdon,"6,433"
E05012437,Belmont,"4,556"
E05012438,Brotton,"6,845"
E05012439,Coatham,"4,881"
E05012440,Dormanstown,"4,602"
E05012441,Eston,"7,404"
E05012442,Grangetown,"6,381"
E05012443,Guisborough,"7,680"
E05012444,Hutton,"6,718"
E05012445,Kirkleatham,"7,579"
E05012446,Lockwood,"2,340"
E05012447,Loftus,"6,354"
E05012448,Longbeck,"4,044"
E05012449,Newcomen,"5,187"
E05012450,Normanby,"6,533"
E05012451,Ormesby,"6,454"
E05012452,St Germain's,"6,660"
E05012453,Saltburn,"6,420"
E05012454,Skelton East,"4,349"
E05012455,Skelton West,"4,444"
E05012456,South Bank,"5,414"
E05012457,Teesville,"6,010"
E05012458,West Dyke,"5,990"
E05012459,Wheatlands,"5,404"
E05012460,Zetland,"4,356"
E05001527,Billingham Central,"7,085"
E05001528,Billingham East,"6,862"
E05001529,Billingham North,"8,634"
E05001530,Billingham South,"6,361"
E05001531,Billingham West,"5,208"
E05001532,Bishopsgarth and Elm Tree,"6,273"
E05001533,Eaglescliffe,"10,853"
E05001534,Fairfield,"5,495"
E05001535,Grangefield,"6,516"
E05001536,Hardwick and Salters Lane,"8,060"
E05001537,Hartburn,"6,382"
E05001538,Ingleby Barwick East,"10,622"
E05001539,Ingleby Barwick West,"13,423"
E05001540,Mandale and Victoria,"10,498"
E05001541,Newtown,"7,017"
E05001542,Northern Parishes,"4,933"
E05001543,Norton North,"6,498"
E05001544,Norton South,"7,721"
E05001545,Norton West,"6,138"
E05001546,Parkfield and Oxbridge,"9,789"
E05001547,Roseworth,"7,213"
E05001548,Stainsby Hill,"6,013"
E05001549,Stockton Town Centre,"7,993"
E05001550,Village,"6,798"
E05001551,Western Parishes,"3,690"
E05001552,Yarm,"10,957"
E05010412,Bank Top & Lascelles,"7,101"
E05010413,Brinkburn & Faverdale,"6,868"
E05010414,Cockerton,"6,310"
E05010415,College,"4,279"
E05010416,Eastbourne,"6,423"
E05010417,Harrowgate Hill,"6,505"
E05010418,Haughton & Springfield,"6,294"
E05010419,Heighington & Coniscliffe,"4,792"
E05010420,Hummersknott,"3,772"
E05010421,Hurworth,"3,729"
E05010422,Mowden,"3,860"
E05010423,North Road,"6,189"
E05010424,Northgate,"4,170"
E05010425,Park East,"7,575"
E05010426,Park West,"4,301"
E05010427,Pierremont,"5,853"
E05010428,Red Hall & Lingfield,"4,675"
E05010429,Sadberge & Middleton St George,"6,788"
E05010430,Stephenson,"4,882"
E05010431,Whinfield,"3,844"
E05013169,Appleton,"6,678"
E05013170,Bankfield,"6,547"
E05013171,Beechwood & Heath,"7,607"
E05013172,Birchfield,"8,005"
E05013173,Bridgewater,"7,695"
E05013174,Central & West Bank,"7,012"
E05013175,"Daresbury, Moore & Sandymoor","4,889"
E05013176,"Ditton, Hale Village & Halebank","7,588"
E05013177,Farnworth,"8,096"
E05013178,Grange,"8,058"
E05013179,Halton Castle,"6,790"
E05013180,Halton Lea,"6,700"
E05013181,Halton View,"7,170"
E05013182,Highfield,"6,449"
E05013183,Hough Green,"6,796"
E05013184,Mersey & Weston,"7,933"
E05013185,Norton North,"7,525"
E05013186,Norton South & Preston Brook,"7,032"
E05011024,Appleton,"10,701"
E05011025,Bewsey and Whitecross,"12,225"
E05011026,Birchwood,"10,472"
E05011027,Burtonwood and Winwick,"6,324"
E05011028,Chapelford and Old Hall,"11,942"
E05011029,"Culcheth, Glazebury and Croft","11,783"
E05011030,Fairfield and Howley,"11,927"
E05011031,Grappenhall,"6,874"
E05011032,Great Sankey North and Whittle Hall,"10,131"
E05011033,Great Sankey South,"11,356"
E05011034,Latchford East,"8,980"
E05011035,Latchford West,"7,536"
E05011036,Lymm North and Thelwall,"11,796"
E05011037,Lymm South,"6,442"
E05011038,Orford,"11,957"
E05011039,Penketh and Cuerdley,"9,835"
E05011040,Poplars and Hulme,"12,458"
E05011041,Poulton North,"9,607"
E05011042,Poulton South,"6,420"
E05011043,Rixton and Woolston,"9,186"
E05011044,Stockton Heath,"6,756"
E05011045,Westbrook,"6,474"
E05011508,Audley & Queen's Park,"10,931"
E05011509,Bastwell & Daisyfield,"9,023"
E05011510,Billinge & Beardwood,"9,584"
E05011511,Blackburn Central,"9,257"
E05011512,Blackburn South & Lower Darwen,"7,857"
E05011513,Blackburn South East,"10,360"
E05011514,Darwen East,"10,007"
E05011515,Darwen South,"8,151"
E05011516,Darwen West,"8,301"
E05011517,Ewood,"9,547"
E05011518,Little Harwood & Whitebirk,"9,334"
E05011519,Livesey with Pleasington,"8,151"
E05011520,Mill Hill & Moorgate,"8,323"
