Code,Name,Population
E05012988,East Malling,"5,450"
E05012989,Kings Hill,"9,452"
E05005130,Benenden and Cranbrook,"7,626"
E05005131,Brenchley and Horsmonden,"5,347"
E05005132,Broadwater,"4,616"
E05005133,Capel,"2,404"
E05005134,Culverden,"8,446"
E05005135,Frittenden and Sissinghurst,"2,353"
E05005136,Goudhurst and Lamberhurst,"4,756"
E05005137,Hawkhurst and Sandhurst,"6,418"
E05005138,Paddock Wood East,"4,236"
E05005139,Paddock Wood West,"3,952"
E05005140,Pantiles and St Mark's,"6,734"
E05005141,Park,"7,846"
E05005142,Pembury,"5,777"
E05005143,Rusthall,"4,857"
E05005144,St James',"6,414"
E05005145,St John's,"7,463"
E05005146,Sherwood,"8,367"
E05005147,Southborough and High Brooms,"7,635"
E05005148,Southborough North,"4,285"
E05005149,Speldhurst and Bidborough,"6,118"
E05005150,Bank Hall,"6,767"
E05005151,Briercliffe,"5,605"
E05005152,Brunshaw,"6,239"
E05005153,Cliviger with Worsthorne,"5,111"
E05005154,Coal Clough with Deerplay,"5,272"
E05005155,Daneshouse with Stoneyholme,"7,902"
E05005156,Gannow,"5,898"
E05005157,Gawthorpe,"6,460"
E05005158,Hapton with Park,"6,297"
E05005159,Lanehead,"6,808"
E05005160,Queensgate,"6,672"
E05005161,Rosegrove with Lowerhouse,"7,117"
E05005162,Rosehill with Burnley Wood,"6,665"
E05005163,Trinity,"6,067"
E05005164,Whittlefield with Ightenhill,"5,854"
E05013064,Adlington & Anderton,"7,921"
E05013065,Buckshaw & Whittle,"10,164"
E05013066,Chorley East,"8,434"
E05013067,Chorley North East,"7,036"
E05013068,Chorley North West,"7,773"
E05013069,Chorley North & Astley,"7,934"
E05013070,Chorley South East & Heath Charnock,"9,377"
E05013071,Chorley South West,"8,497"
E05013072,"Clayton East, Brindle & Hoghton","9,059"
E05013073,Clayton West & Cuerden,"8,798"
E05013074,Coppull,"8,321"
E05013075,"Croston, Mawdesley & Euxton South","9,566"
E05013076,"Eccleston, Heskin & Charnock Richard","7,254"
E05013077,Euxton,"7,774"
E05005185,Ansdell,"4,175"
E05005186,Ashton,"4,491"
E05005187,Central,"4,419"
E05005188,Clifton,"3,820"
E05005189,Elswick and Little Eccleston,"1,606"
E05005190,Fairhaven,"4,145"
E05005191,Freckleton East,"3,165"
E05005192,Freckleton West,"2,674"
E05005193,Heyhouses,"5,306"
E05005194,Kilnhouse,"4,014"
E05005195,Kirkham North,"4,707"
E05005196,Kirkham South,"3,290"
E05005197,Medlar-with-Wesham,"4,528"
E05005198,Newton and Treales,"3,204"
E05005199,Park,"5,062"
E05005200,Ribby-with-Wrea,"1,899"
E05005201,St Johns,"4,637"
E05005202,St Leonards,"4,985"
E05005203,Singleton and Greenhalgh,"1,443"
E05005204,Staining and Weeton,"3,498"
E05005205,Warton and Westby,"6,682"
E05005206,Altham,"5,417"
E05005207,Barnfield,"4,655"
E05005208,Baxenden,"4,000"
E05005209,Central,"6,130"
E05005210,Church,"5,374"
E05005211,Clayton-le-Moors,"4,502"
E05005212,Huncoat,"4,682"
E05005213,Immanuel,"4,348"
E05005214,Milnshaw,"4,880"
E05005215,Netherton,"4,671"
E05005216,Overton,"6,284"
E05005217,Peel,"4,492"
E05005218,Rishton,"6,645"
E05005219,St Andrew's,"4,440"
E05005220,St Oswald's,"6,160"
E05005221,Spring Hill,"5,591"
E05009592,Bare,"6,882"
E05009593,Bolton & Slyne,"7,334"
E05009594,Bulk,"9,402"
E05009595,Carnforth & Millhead,"6,029"
E05009596,Castle,"5,334"
E05009597,Ellel,"4,240"
E05009598,Halton-with-Aughton,"2,891"
E05009599,Harbour,"7,775"
E05009600,Heysham Central,"4,675"
E05009601,Heysham North,"4,767"
E05009602,Heysham South,"6,775"
E05009603,John O'Gaunt,"6,984"
E05009604,Kellet,"2,267"
E05009605,Lower Lune Valley,"4,615"
E05009606,Marsh,"6,152"
E05009607,Overton,"2,458"
E05009608,Poulton,"5,245"
E05009609,Scotforth East,"4,296"
E05009610,Scotforth West,"7,140"
E05009611,Silverdale,"1,921"
E05009612,Skerton East,"6,951"
E05009613,Skerton West,"7,173"
E05009614,Torrisholme,"4,443"
E05009615,University & Scotforth Rural,"4,995"
E05009616,Upper Lune Valley,"2,331"
E05009617,Warton,"1,955"
E05009618,Westgate,"7,321"
E05013200,Barnoldswick,"9,146"
E05013201,Barrowford & Pendleside,"7,478"
E05013202,Boulsworth & Foulridge,"7,933"
E05013203,Bradley,"9,471"
E05013204,Brierfield East & Clover Hill,"8,598"
E05013205,Brierfield West & Reedley,"6,299"
E05013206,Earby & Coates,"8,142"
E05013207,Fence & Higham,"2,424"
E05013208,Marsden & Southfield,"9,736"
E05013209,Vivary Bridge,"7,542"
E05013210,Waterside & Horsfield,"7,633"
E05013211,Whitefield & Walverden,"11,417"
E05012193,Ashton,"8,676"
E05012194,Brookfield,"8,353"
E05012195,Cadley,"8,624"
E05012196,City Centre,"11,753"
E05012197,Deepdale,"9,641"
E05012198,Fishwick & Frenchwood,"9,401"
E05012199,Garrison,"9,140"
E05012200,Greyfriars,"8,425"
E05012201,Ingol & Cottam,"9,338"
E05012202,Lea & Larches,"9,259"
E05012203,Plungington,"11,252"
E05012204,Preston Rural East,"8,672"
E05012205,Preston Rural North,"7,109"
E05012206,Ribbleton,"9,122"
E05012207,St Matthew's,"10,709"
E05012208,Sharoe Green,"8,312"
E05012000,Alston & Hothersall,"2,763"
E05012001,Billington & Langho,"3,413"
E05012002,Bowland,"1,512"
E05012003,Brockhall & Dinckley,"1,635"
E05012004,Chatburn,"1,330"
E05012005,Chipping,"1,444"
E05012006,Clayton-le-Dale & Salesbury,"1,627"
E05012007,Derby & Thornley,"3,209"
E05012008,Dilworth,"2,778"
E05012009,"East Whalley, Read & Simonstone","2,698"
E05012010,Edisford & Low Moor,"3,637"
E05012011,Gisburn & Rimington,"1,436"
E05012012,Hurst Green & Whitewell,"1,710"
E05012013,Littlemoor,"3,176"
E05012014,Mellor,"2,787"
E05012015,Primrose,"3,800"
E05012016,Ribchester,"1,532"
E05012017,Sabden,"1,575"
E05012018,St Mary's,"3,063"
E05012019,Salthill,"3,543"
E05012020,"Waddington, Bashall Eaves & Mitton","1,414"
E05012021,West Bradford & Grindleton,"1,654"
E05012022,Whalley & Painter Wood,"2,976"
E05012023,Whalley Nethertown,"1,517"
E05012024,Wilpshire & Ramsgreave,"3,384"
E05012025,Wiswell & Barrow,"2,252"
E05005316,Cribden,"3,854"
E05005317,Eden,"3,601"
E05005318,Facit and Shawforth,"3,752"
E05005319,Goodshaw,"4,072"
E05005320,Greenfield,"5,793"
E05005321,Greensclough,"6,152"
E05005322,Hareholme,"5,617"
E05005323,Healey and Whitworth,"4,058"
E05005324,Helmshore,"6,102"
E05005325,Irwell,"6,305"
E05005326,Longholme,"6,013"
E05005327,Stacksteads,"3,927"
E05005328,Whitewell,"5,686"
E05005329,Worsley,"6,076"
E05010214,Bamber Bridge East,"5,023"
E05010215,Bamber Bridge West,"4,257"
E05010216,Broad Oak,"4,033"
E05010217,Broadfield,"4,939"
E05010218,Buckshaw & Worden,"4,650"
E05010219,Charnock,"3,969"
E05010220,Coupe Green & Gregson Lane,"4,270"
E05010221,Earnshaw Bridge,"4,815"
E05010222,Farington East,"4,543"
E05010223,Farington West,"4,198"
E05010224,Hoole,"4,249"
E05010225,Howick & Priory,"7,303"
E05010226,Leyland Central,"4,935"
E05010227,Longton & Hutton West,"5,823"
E05010228,Lostock Hall,"6,130"
E05010229,Middleforth,"7,423"
E05010230,Moss Side,"3,893"
E05010231,New Longton & Hutton East,"4,758"
E05010232,St Ambrose,"4,215"
E05010233,Samlesbury & Walton,"4,159"
E05010234,Seven Stars,"4,291"
E05010235,Walton-le-Dale East,"4,708"
E05010236,Walton-le-Dale West,"4,619"
E05005357,Ashurst,"6,639"
E05005358,Aughton and Downholland,"5,553"
E05005359,Aughton Park,"3,836"
E05005360,Birch Green,"4,526"
E05005361,Burscough East,"4,601"
E05005362,Burscough West,"5,030"
E05005363,Derby,"9,338"
E05005364,Digmoor,"4,586"
E05005365,Halsall,"2,185"
E05005366,Hesketh-with-Becconsall,"4,176"
E05005367,Knowsley,"5,671"
E05005368,Moorside,"3,921"
E05005369,North Meols,"4,692"
E05005370,Parbold,"3,628"
E05005371,Rufford,"2,149"
E05005372,Scarisbrick,"4,018"
E05005373,Scott,"6,312"
E05005374,Skelmersdale North,"3,838"
E05005375,Skelmersdale South,"6,376"
E05005376,Tanhouse,"5,295"
E05005377,Tarleton,"5,911"
E05005378,Up Holland,"6,384"
E05005379,Wrightington,"4,186"
E05005380,Bickerstaffe,"2,195"
E05005381,Newburgh,"2,053"
E05009932,Bourne,"6,686"
E05009933,Breck,"4,623"
E05009934,Brock with Catterall,"5,016"
E05009935,Calder,"2,443"
E05009936,Carleton,"4,448"
E05009937,Cleveleys Park,"4,523"
E05009938,Garstang,"6,573"
E05009939,Great Eccleston,"4,442"
E05009940,Hambleton & Stalmine,"4,646"
E05009941,Hardhorn with High Cross,"6,144"
E05009942,Jubilee,"4,542"
E05009943,Marsh Mill,"6,211"
E05009944,Mount,"5,138"
E05009945,Park,"4,954"
E05009946,Pharos,"5,207"
E05009947,Pheasant's Wood,"1,874"
E05009948,Pilling,"2,649"
E05009949,Preesall,"5,673"
E05009950,Rossall,"6,103"
E05009951,Stanah,"4,616"
E05009952,Tithebarn,"4,343"
E05009953,Victoria & Norcross,"4,434"
E05009954,Warren,"4,775"
E05009955,Wyresdale,"2,371"
E05005408,Blaby South,"5,289"
E05005409,Cosby with South Whetstone,"5,522"
E05005410,Countesthorpe,"7,920"
E05005411,Croft Hill,"2,538"
E05005412,Ellis,"5,997"
E05005413,Enderby and St John's,"6,264"
E05005414,Fairestone,"4,873"
E05005416,Millfield,"2,754"
E05005417,Muxloe,"4,382"
E05005418,Narborough and Littlethorpe,"5,437"
E05005419,Normanton,"2,909"
E05005420,North Whetstone,"5,323"
E05005421,Pastures,"4,813"
E05005422,Ravenhurst and Fosse,"7,271"
E05005423,Saxondale,"7,341"
E05005424,Stanton and Flamville,"9,228"
E05009619,Forest,"8,053"
E05009620,Winstanley,"7,357"
E05005426,Anstey,"7,684"
E05005427,Barrow and Sileby West,"7,363"
E05005428,Birstall Wanlip,"7,603"
E05005429,Birstall Watermead,"6,655"
E05005430,East Goscote,"2,911"
E05005431,Forest Bradgate,"3,302"
E05005432,Loughborough Ashby,"7,163"
E05005433,Loughborough Dishley and Hathern,"6,451"
E05005434,Loughborough Garendon,"5,620"
E05005435,Loughborough Hastings,"6,555"
E05005436,Loughborough Lemyngton,"7,114"
E05005437,Loughborough Nanpantan,"5,177"
E05005438,Loughborough Outwoods,"5,682"
E05005439,Loughborough Shelthorpe,"9,645"
E05005440,Loughborough Southfields,"7,388"
E05005441,Loughborough Storer,"6,424"
E05005442,Mountsorrel,"6,974"
E05005443,Queniborough,"4,855"
E05005444,Quorn and Mountsorrel Castle,"7,264"
E05005445,Rothley and Thurcaston,"8,209"
E05005446,Shepshed East,"6,903"
E05005447,Shepshed West,"7,954"
E05005448,Sileby,"8,468"
E05005449,Syston East,"7,254"
E05005450,Syston West,"6,294"
E05005451,The Wolds,"3,179"
E05005452,Thurmaston,"9,748"
E05005453,Wreake Villages,"3,067"
E05011964,Billesdon & Tilton,"2,638"
E05011965,Bosworth,"3,381"
E05011966,Broughton Astley-Primethorpe & Sutton,"5,006"
E05011967,Broughton Astley South & Leire,"5,419"
E05011968,Dunton,"2,687"
E05011969,Fleckney,"5,950"
E05011970,Glen,"5,916"
E05011971,Kibworths,"8,782"
E05011972,Lubenham,"2,994"
E05011973,Lutterworth East,"5,404"
E05011974,Lutterworth West,"5,486"
E05011975,Market Harborough-Great Bowden & Arden,"6,017"
E05011976,Market Harborough-Little Bowden,"5,724"
E05011977,Market Harborough-Logan,"5,637"
E05011978,Market Harborough-Welland,"8,903"
E05011979,Misterton,"2,969"
E05011980,Nevill,"2,908"
E05011981,Thurnby & Houghton,"9,305"
E05011982,Ullesthorpe,"3,128"
E05005479,Ambien,"3,764"
E05005480,"Barlestone, Nailstone and Osbaston","3,266"
E05005481,Barwell,"9,135"
E05005482,Burbage St Catherines and Lash Hill,"6,078"
E05005483,Burbage Sketchley and Stretton,"10,510"
E05005484,"Cadeby, Carlton and Market Bosworth with Shackerstone","3,712"
E05005485,Earl Shilton,"10,641"
E05005486,Groby,"6,878"
E05005487,Hinckley Castle,"7,012"
E05005488,Hinckley Clarendon,"9,233"
E05005489,Hinckley De Montfort,"10,533"
E05005490,Hinckley Trinity,"7,291"
E05005491,"Markfield, Stanton and Fieldhead","6,012"
E05005492,Newbold Verdon with Desford and Peckleton,"8,876"
E05005493,"Ratby, Bagworth and Thornton","7,578"
E05005494,Twycross and Witherley with Sheepy,"3,134"
E05005495,Asfordby,"3,589"
E05005496,Bottesford,"3,690"
E05005497,Croxton Kerrial,"1,836"
E05005498,Frisby-on-the-Wreake,"1,882"
E05005499,Gaddesby,"1,704"
E05005500,Long Clawson and Stathern,"4,226"
E05005501,Melton Craven,"3,553"
E05005502,Melton Dorian,"5,530"
E05005503,Melton Egerton,"4,103"
E05005504,Melton Newport,"5,382"
E05005505,Melton Sysonby,"5,543"
E05005506,Melton Warwick,"3,631"
E05005507,Old Dalby,"1,915"
E05005508,Somerby,"1,823"
E05005509,Waltham-on-the-Wolds,"1,781"
E05005510,Wymondham,"1,568"
E05010090,Appleby,"2,483"
E05010091,Ashby Castle,"3,188"
E05010092,Ashby Holywell,"3,250"
E05010093,Ashby Ivanhoe,"3,352"
E05010094,Ashby Money Hill,"3,176"
E05010095,Ashby Willesley,"2,146"
E05010096,Ashby Woulds,"2,741"
E05010097,Bardon,"2,809"
E05010098,Blackfordby,"3,175"
E05010099,Broom Leys,"2,131"
E05010100,Castle Donington Castle,"2,507"
E05010101,Castle Donington Central,"2,341"
E05010102,Castle Donington Park,"2,551"
E05010103,Castle Rock,"2,636"
E05010104,Coalville East,"2,606"
E05010105,Coalville West,"2,991"
E05010106,Daleacre Hill,"2,557"
E05010107,Ellistown & Battleflat,"2,748"
E05010108,Greenhill,"3,401"
E05010109,Hermitage,"2,574"
E05010110,Holly Hayes,"2,613"
E05010111,Hugglescote St John's,"2,734"
E05010112,Hugglescote St Mary's,"2,960"
E05010113,Ibstock East,"2,539"
E05010114,Ibstock West,"3,048"
E05010115,Kegworth,"2,583"
E05010116,Long Whatton & Diseworth,"2,555"
E05010117,Measham North,"2,847"
E05010118,Measham South,"2,539"
E05010119,Oakthorpe & Donisthorpe,"2,898"
E05010120,Ravenstone & Packington,"3,180"
E05010121,Sence Valley,"3,117"
E05010122,Snibston North,"3,637"
E05010123,Snibston South,"1,770"
E05010124,Thornborough,"2,029"
E05010125,Thringstone,"2,903"
E05010126,Valley,"2,901"
E05010127,Worthington & Breedon,"2,788"
E05005531,Oadby Brocks Hill,"4,241"
E05005532,Oadby Grange,"6,077"
E05005533,Oadby St Peter's,"4,566"
E05005534,Oadby Uplands,"4,539"
E05005535,Oadby Woodlands,"4,638"
E05005536,South Wigston,"8,064"
E05005537,Wigston All Saints,"5,852"
E05005538,Wigston Fields,"6,885"
E05005539,Wigston Meadowcourt,"6,331"
E05005540,Wigston St Wolstan's,"6,595"
E05009621,Coastal,"4,004"
E05009622,Fenside,"5,077"
E05009623,Fishtoft,"7,190"
E05009624,Five Village,"4,081"
E05009625,Kirton and Frampton,"7,546"
E05009626,Old Leake and Wrangle,"3,652"
E05009627,St Thomas',"2,520"
E05009628,Skirbeck,"8,310"
E05009629,Staniland,"4,333"
E05009630,Station,"2,719"
E05009631,Swineshead and Holland Fen,"4,272"
E05009632,Trinity,"5,237"
E05009633,West,"2,233"
E05009634,Witham,"4,661"
E05009635,Wyberton,"4,980"
E05009873,Alford,"4,978"
E05009874,Binbrook,"2,437"
E05009875,Burgh le Marsh,"2,623"
E05009876,Chapel St Leonards,"4,740"
E05009877,Coningsby & Mareham,"9,644"
E05009878,Croft,"2,455"
E05009879,Friskney,"2,299"
E05009880,Fulstow,"2,829"
E05009881,Grimoldby,"2,326"
E05009882,Hagworthingham,"2,316"
E05009883,Halton Holegate,"2,642"
E05009884,Holton-le-Clay & North Thoresby,"5,156"
E05009885,Horncastle,"7,717"
E05009886,Ingoldmells,"2,289"
E05009887,Legbourne,"2,200"
E05009888,Mablethorpe,"8,233"
E05009889,Marshchapel & Somercotes,"4,485"
E05009890,North Holme,"2,603"
E05009891,Priory & St James',"4,860"
E05009892,Roughton,"2,364"
E05009893,St Clement's,"5,551"
E05009894,St Margaret's,"2,907"
E05009895,St Mary's,"2,335"
E05009896,St Michael's,"2,178"
E05009897,Scarbrough & Seacroft,"9,750"
E05009898,Sibsey & Stickney,"5,119"
E05009899,Spilsby,"3,226"
E05009900,Sutton on Sea,"4,469"
E05009901,Tetford & Donington,"2,530"
E05009902,Tetney,"2,564"
E05009903,Trinity,"2,492"
E05009904,Wainfleet,"2,738"
E05009905,Willoughby with Sloothby,"2,423"
E05009906,Winthorpe,"5,917"
E05009907,Withern & Theddlethorpe,"2,490"
E05009908,Woodhall Spa,"4,397"
E05009909,Wragby,"2,634"
E05010784,Abbey,"11,169"
E05010785,Birchwood,"8,905"
E05010786,Boultham,"10,944"
E05010787,Carholme,"10,726"
E05010788,Castle,"7,658"
E05010789,Glebe,"8,744"
E05010790,Hartsholme,"8,226"
E05010791,Minster,"8,247"
E05010792,Moorland,"8,047"
E05010793,Park,"11,721"
E05010794,Witham,"8,024"
E05005618,Ashby de la Launde and Cranwell,"5,856"
E05005619,Bassingham and Brant Broughton,"5,215"
E05005620,"Billinghay, Martin and North Kyme","5,443"
E05005621,Bracebridge Heath and Waddington East,"10,168"
E05005622,Branston,"5,554"
E05005623,Cliff Villages,"5,508"
E05005624,"Eagle, Swinderby and Witham St Hughs","6,854"
E05005625,Heckington Rural,"5,746"
E05005626,Heighington and Washingborough,"7,081"
E05005627,Kirkby la Thorpe and South Kyme,"2,447"
E05005628,Leasingham and Rauceby,"2,074"
E05005629,Metheringham,"5,447"
E05005630,North Hykeham Forum,"1,825"
E05005631,North Hykeham Memorial,"3,735"
E05005632,North Hykeham Mill,"6,414"
E05005633,North Hykeham Moor,"2,565"
E05005634,North Hykeham Witham,"2,239"
E05005635,Osbournby,"2,490"
E05005636,Ruskington,"5,684"
E05005637,Skellingthorpe,"3,585"
E05005638,Sleaford Castle,"2,820"
E05005639,Sleaford Holdingham,"3,725"
E05005640,Sleaford Navigation,"2,533"
E05005641,Sleaford Quarrington and Mareham,"7,956"
E05005642,Sleaford Westholme,"2,867"
E05005643,Waddington West,"2,671"
E05005644,Crowland and Deeping St Nicholas,"6,915"
E05005645,"Donington, Quadring and Gosberton","7,441"
E05005646,Fleet,"2,472"
E05005647,Gedney,"2,304"
E05005648,Holbeach Hurn,"2,304"
E05005649,Holbeach Town,"8,120"
E05005650,Long Sutton,"7,665"
E05005651,"Moulton, Weston and Cowbit","7,371"
E05005652,Pinchbeck and Surfleet,"7,448"
E05005653,Spalding Castle,"2,589"
E05005654,Spalding Monks House,"6,020"
E05005655,Spalding St John's,"6,567"
E05005656,Spalding St Mary's,"4,575"
E05005657,Spalding St Paul's,"5,641"
E05005658,Spalding Wygate,"6,565"
E05005659,Sutton Bridge,"4,479"
E05005660,The Saints,"2,698"
E05005661,Whaplode and Holbeach St John's,"4,316"
E05010148,Aveland,"2,484"
E05010149,Belmont,"4,738"
E05010150,Belvoir,"4,878"
E05010151,Bourne Austerby,"8,018"
E05010152,Bourne East,"4,776"
E05010153,Bourne West,"5,202"
E05010154,Casewick,"5,701"
E05010155,Castle,"2,244"
E05010156,Deeping St James,"7,332"
E05010157,Dole Wood,"2,434"
E05010158,Glen,"2,355"
E05010159,Grantham Arnoldfield,"5,687"
E05010160,Grantham Barrowby Gate,"4,811"
E05010161,Grantham Earlesfield,"6,731"
E05010162,Grantham Harrowby,"4,838"
E05010163,Grantham St Vincent's,"7,558"
E05010164,Grantham St Wulfram's,"5,332"
E05010165,Grantham Springfield,"5,566"
E05010166,Isaac Newton,"4,863"
E05010167,Lincrest,"2,569"
E05010168,Loveden Heath,"2,591"
E05010169,Market & West Deeping,"7,106"
E05010170,Morton,"2,498"
E05010171,Peascliffe & Ridgeway,"4,906"
E05010172,Stamford All Saints,"4,909"
E05010173,Stamford St George's,"5,297"
E05010174,Stamford St John's,"5,811"
E05010175,Stamford St Mary's,"4,888"
E05010176,Toller,"2,672"
E05010177,Viking,"4,956"
E05009636,Bardney,"2,784"
E05009637,Caistor and Yarborough,"5,664"
E05009638,Cherry Willingham,"7,991"
E05009639,Dunholme and Welton,"8,754"
E05009640,Gainsborough East,"7,447"
E05009641,Gainsborough North,"7,623"
E05009642,Gainsborough South-West,"5,531"
E05009643,Hemswell,"2,592"
E05009644,Kelsey Wold,"2,690"
E05009645,Lea,"2,119"
E05009646,Market Rasen,"8,544"
E05009647,Nettleham,"4,489"
E05009648,Saxilby,"5,758"
E05009649,Scampton,"2,829"
E05009650,Scotter and Blyton,"7,527"
E05009651,Stow,"2,505"
E05009652,Sudbrooke,"2,736"
E05009653,Torksey,"2,877"
E05009654,Waddingham and Spital,"2,442"
E05009655,Wold View,"2,653"
E05010237,All Saints & Wayland,"7,603"
E05010238,Ashill,"2,689"
E05010239,Bedingfeld,"3,226"
E05010240,Attleborough Burgh & Haverscroft,"5,083"
E05010241,Attleborough Queens & Besthorpe,"8,083"
E05010242,Dereham Neatherd,"7,522"
E05010243,Dereham Toftwood,"5,917"
E05010244,Dereham Withburga,"5,891"
E05010245,Forest,"3,147"
E05010246,Guiltcross,"3,412"
E05010247,Harling & Heathlands,"3,197"
E05010248,Hermitage,"2,834"
E05010249,Launditch,"2,587"
E05010250,Lincoln,"5,555"
E05010251,Mattishall,"5,659"
E05010252,Nar Valley,"2,900"
E05010253,Necton,"2,668"
E05010254,Saham Toney,"5,567"
E05010255,Shipdham-with-Scarning,"5,777"
E05010256,Swaffham,"8,665"
E05010257,The Buckenhams & Banham,"3,253"
E05010258,Thetford Boudica,"4,991"
E05010259,Thetford Burrell,"6,173"
E05010260,Thetford Castle,"6,191"
E05010261,Thetford Priory,"7,958"
E05010262,Upper Wensum,"6,693"
E05010263,Watton,"8,919"
E05005757,Acle,"2,748"
E05005758,Aylsham,"9,038"
E05005759,Blofield with South Walsham,"6,497"
E05005760,Brundall,"6,258"
E05005761,Burlingham,"2,701"
E05005762,Buxton,"2,705"
E05005763,Coltishall,"2,867"
E05005764,Drayton North,"2,982"
E05005765,Drayton South,"2,474"
E05005766,Eynesford,"3,229"
E05005767,Great Witchingham,"2,715"
E05005768,Hellesdon North West,"5,729"
E05005769,Hellesdon South East,"5,474"
E05005770,Hevingham,"2,950"
E05005771,Horsford and Felthorpe,"5,745"
E05005772,Marshes,"3,236"
E05005773,Old Catton and Sprowston West,"8,608"
E05005774,Plumstead,"3,589"
E05005775,Reepham,"2,631"
E05005776,Spixworth with St Faiths,"5,339"
E05005777,Sprowston Central,"5,321"
E05005778,Sprowston East,"9,539"
E05005779,Taverham North,"5,289"
E05005780,Taverham South,"4,562"
E05005781,Thorpe St Andrew North West,"7,302"
E05005782,Thorpe St Andrew South East,"7,174"
E05005783,Wroxham,"5,536"
E05005784,Bradwell North,"6,490"
E05005785,Bradwell South and Hopton,"7,830"
E05005786,Caister North,"4,313"
E05005787,Caister South,"4,451"
E05005788,Central and Northgate,"8,611"
E05005789,Claydon,"7,692"
E05005790,East Flegg,"5,017"
E05005791,Fleggburgh,"2,733"
E05005792,Gorleston,"5,333"
E05005793,Lothingland,"5,581"
E05005794,Magdalen,"7,502"
E05005795,Nelson,"9,434"
E05005796,Ormesby,"4,708"
E05005797,St Andrews,"4,888"
E05005798,Southtown and Cobholm,"5,741"
E05005799,West Flegg,"5,416"
E05005800,Yarmouth North,"4,439"
E05012321,Airfield,"6,022"
E05012322,Bircham with Rudhams,"2,576"
E05012323,Brancaster,"2,154"
E05012324,Burnham Market & Docking,"2,524"
E05012325,Clenchwarton,"2,820"
E05012326,Denver,"2,448"
E05012327,Dersingham,"6,106"
E05012328,Downham Old Town,"3,183"
E05012329,East Downham,"3,265"
E05012330,Emneth & Outwell,"5,155"
E05012331,Fairstead,"6,818"
E05012332,Feltwell,"6,380"
E05012333,Gayton & Grimston,"5,984"
E05012334,Gaywood Chase,"2,451"
E05012335,Gaywood Clock,"3,414"
E05012336,Gaywood North Bank,"8,643"
E05012337,Heacham,"5,213"
E05012338,Hunstanton,"4,179"
E05012339,Massingham with Castle Acre,"3,151"
E05012340,Methwold,"2,907"
E05012341,North Downham,"2,494"
E05012342,North Lynn,"6,947"
E05012343,St. Margaret's with St. Nicholas,"5,565"
E05012344,Snettisham,"2,653"
E05012345,South & West Lynn,"5,350"
E05012346,South Downham,"2,327"
E05012347,Springwood,"2,882"
E05012348,Terrington,"6,036"
E05012349,The Woottons,"6,844"
E05012350,"Tilney, Mershe Lande & Wiggenhall","5,268"
E05012351,Upwell & Delph,"6,353"
E05012352,"Walsoken, West Walton & Walpole","6,095"
E05012353,Watlington,"2,834"
E05012354,West Winch,"5,085"
E05012355,Wissey,"2,794"
E05011834,Bacton,"2,416"
E05011835,Beeston Regis & The Runtons,"2,537"
E05011836,Briston,"2,573"
E05011837,Coastal,"2,254"
E05011838,Cromer Town,"5,030"
E05011839,Erpingham,"2,699"
E05011840,Gresham,"2,441"
E05011841,Happisburgh,"2,660"
E05011842,Hickling,"2,546"
E05011843,Holt,"4,721"
E05011844,Hoveton & Tunstead,"5,090"
E05011845,Lancaster North,"2,427"
E05011846,Lancaster South,"5,652"
E05011847,Mundesley,"2,773"
E05011848,North Walsham East,"4,877"
E05011849,North Walsham Market Cross,"2,806"
E05011850,North Walsham West,"5,221"
E05011851,Poppyland,"2,525"
E05011852,Priory,"2,303"
E05011853,Roughton,"2,827"
E05011854,St Benet's,"2,321"
E05011855,Sheringham North,"2,434"
E05011856,Sheringham South,"4,877"
E05011857,Stalham,"5,772"
E05011858,Stibbard,"2,766"
E05011859,Stody,"2,445"
E05011860,Suffield Park,"2,545"
E05011861,The Raynhams,"2,773"
E05011862,Trunch,"2,572"
E05011863,Walsingham,"2,554"
E05011864,Wells with Holkham,"2,387"
E05011865,Worstead,"3,415"
E05012901,Bowthorpe,"10,044"
E05012902,Catton Grove,"11,035"
E05012903,Crome,"12,022"
E05012904,Eaton,"10,166"
E05012905,Lakenham,"10,677"
E05012906,Mancroft,"10,601"
E05012907,Mile Cross,"11,161"
E05012908,Nelson,"10,370"
E05012909,Sewell,"10,217"
E05012910,Thorpe Hamlet,"9,596"
E05012911,Town Close,"10,240"
E05012912,University,"14,461"
E05012913,Wensum,"12,627"
E05011866,"Beck Vale, Dickleburgh & Scole","6,581"
E05011867,Bressingham & Burston,"3,329"
E05011868,Brooke,"3,388"
E05011869,Bunwell,"3,042"
E05011870,Central Wymondham,"5,500"
E05011871,Cringleford,"5,408"
E05011872,Diss & Roydon,"10,942"
E05011874,Easton,"1,908"
E05011875,Forncett,"3,525"
E05011877,Hempnall,"3,215"
E05011878,Hethersett,"8,863"
E05011879,Hingham & Deopham,"3,109"
E05011880,Loddon & Chedgrave,"6,004"
E05011881,Mulbarton & Stoke Holy Cross,"9,377"
E05011882,New Costessey,"6,086"
E05011883,Newton Flotman,"3,030"
E05011884,North Wymondham,"6,477"
E05011885,Old Costessey,"10,613"
E05011886,"Poringland, Framinghams & Trowse","8,201"
E05011887,Rockland,"3,353"
E05011888,South Wymondham,"6,371"
E05011889,Stratton,"4,500"
E05011890,Thurlton,"3,139"
E05011891,Wicklewood,"3,938"
E05012851,Ditchingham & Earsham,"6,459"
E05012852,Harleston,"6,151"
E05014250,Aire Valley,"6,428"
